date,AGG,EEM,IJS,SPY,TLT,UUP,VNQ
2008-11-13,523800,241229100,324700,753141900,1631900,858400,9470900
2008-11-14,546100,180106800,144200,540352300,1059300,425400,2605900
2008-11-17,407500,118832400,122700,415254900,490300,321500,2647600
2008-11-18,415000,111377600,655700,523811800,924800,559000,3246200
2008-11-19,546500,155995700,188500,558327600,2090400,672600,3068800
2008-11-20,826200,244592200,450400,814180400,5459800,1364100,4156200
2008-11-21,1015200,248682100,599700,718536500,3249300,811800,6877600
2008-11-24,1524000,188103000,431000,523305300,1587300,1552400,5300100
2008-11-25,1049800,133691700,329600,454112400,2632700,1348600,2949200
2008-11-26,859500,120738500,447900,370134200,2577600,590800,2348000
2008-11-28,294800,36642700,159600,118308100,986400,293600,838000
2008-12-01,604100,138664600,611000,369927100,4031600,723500,2431700
2008-12-02,641600,112480900,652500,469508400,3289300,338500,3379600
2008-12-03,583300,93150400,502100,519863500,2951000,694900,4203100
2008-12-04,713900,117519200,345200,444173800,2825400,707600,2461400
2008-12-05,616400,96640400,473700,471905300,4557600,389000,2176800
2008-12-08,653600,122277400,399400,412859300,2119500,699000,1851300
2008-12-09,762100,103924100,748700,370790000,2055500,652300,2632100
2008-12-10,810100,100967300,607200,396187400,2414900,492800,1656000
2008-12-11,682100,112643600,467900,365061000,2416900,2303800,1955400
2008-12-12,679800,98443000,576700,415060400,2547100,854300,1917500
2008-12-15,501000,67469800,297900,256694200,1707700,1893300,1425300
2008-12-16,670800,146597700,381200,377699500,4015100,2074300,2348400
2008-12-17,934200,97104500,307000,281819800,6407500,1866600,4069200
2008-12-18,931100,92867800,274300,374673300,4442000,1063300,1897500
2008-12-19,829700,56422900,269300,301451300,2668500,606100,2274400
2008-12-22,1490200,73538500,967500,243759500,2221400,712200,3688700
2008-12-23,774200,70285300,749500,221625200,1746400,693500,1580400
2008-12-24,491500,29365000,353000,62061600,717200,133700,615700
2008-12-26,467300,24728700,296500,74767700,454400,165000,608500
2008-12-29,614000,36240900,419100,127795900,1416000,592200,1549800
2008-12-30,570300,50083900,624300,168256300,2590500,221000,1765300
2008-12-31,611900,44815800,423900,193987200,2738000,365700,1954200
2009-01-02,484600,69494900,326900,227566300,3464200,318200,2181800
2009-01-05,3306400,64779500,1482900,240349700,5395200,737100,7318600
2009-01-06,670200,67960000,388500,328260900,4109300,994500,1913900
2009-01-07,1222800,83175000,332300,280899200,2565600,613400,1439600
2009-01-08,1616300,56783900,389600,263834400,2603600,518200,2063200
2009-01-09,1137600,103377500,498800,330953600,2727900,712800,1491800
2009-01-12,774400,65283500,452900,277858500,2462800,915100,1760800
2009-01-13,585600,55003100,621900,356432300,1767400,1041600,1792700
2009-01-14,951900,103322800,405800,435491600,2494800,1083200,2330100
2009-01-15,1047400,109003500,546900,532647300,2827200,570600,3927500
2009-01-16,608700,79520400,658900,399237200,2994800,358200,5540300
2009-01-20,663100,126067100,592200,419855200,3268300,671800,3918700
2009-01-21,621200,103794300,451300,364360700,2838100,917100,3471500
2009-01-22,446800,83312100,532800,427940300,4016600,492100,3904300
2009-01-23,578000,77371100,500700,386800600,2676200,611800,3563500
2009-01-26,550800,67314400,717000,317978800,2240900,585600,3755700
2009-01-27,541200,72898600,630700,273789700,3420800,312200,2490400
2009-01-28,478400,93809800,458000,330007000,4348100,540000,2712800
2009-01-29,869600,59937600,872300,294392500,3724400,368000,2714700
2009-01-30,608300,99451200,900400,383383600,2630000,671200,2386500
2009-02-02,592000,47753900,586800,288233300,2700200,681600,2732600
2009-02-03,575200,53163700,537100,278385800,2846400,730100,2159200
2009-02-04,673400,65511300,943200,322989300,2305400,360400,7818500
2009-02-05,702200,95946700,683400,417679400,2279500,306000,4770500
2009-02-06,1936800,79125400,340900,366101700,1667500,558700,4500200
2009-02-09,588300,53789200,414200,240075200,2257300,715500,2627000
2009-02-10,524800,92940400,455100,536212800,3782800,616200,4686400
2009-02-11,518800,66598400,386200,324442500,2774200,280000,3494300
2009-02-12,366900,69735000,493100,469302200,1818400,453000,3502600
2009-02-13,851900,58072700,877500,293998400,2466800,371100,3436000
2009-02-17,436100,115591100,404400,478910100,2813900,473600,2560700
2009-02-18,495800,83947600,392400,362964800,2768600,575900,5537100
2009-02-19,532400,59593900,494700,316867500,3219400,345900,2946800
2009-02-20,656300,102871400,739800,477176600,4272000,722500,6286800
2009-02-23,621500,103469300,588800,379641400,2688700,432200,5058000
2009-02-24,605600,99563300,301700,426260900,4197100,1189400,5187300
2009-02-25,485800,81182000,234300,461985800,3908100,522800,4889400
2009-02-26,509300,56997700,216200,363353900,2611100,432300,3821000
2009-02-27,463800,74829200,258900,470510900,3267700,418400,3676800
2009-03-02,627400,97424500,734500,426452600,3302000,770000,4773700
2009-03-03,970700,85418100,421900,443761000,3084900,677500,5413900
2009-03-04,548900,102892700,247000,462753100,3178400,366600,3058600
2009-03-05,685000,101629700,514300,485549400,4562400,337100,3390700
2009-03-06,701200,76598000,732200,490470000,3125900,818500,4933800
2009-03-09,645300,67052500,416200,379905300,2070500,423200,3882000
2009-03-10,507500,92651000,209100,406227900,2602600,540800,3060900
2009-03-11,607500,73894400,240500,356648300,3101500,808400,2695800
2009-03-12,603500,77706800,190000,409702700,3558900,471500,2791300
2009-03-13,561400,67993700,226700,337474700,2504000,1653800,2757900
2009-03-16,644000,58545900,269000,360644900,3265600,668300,2283000
2009-03-17,644200,61603300,180500,356814300,3076200,246700,2398400
2009-03-18,493700,80664200,109600,473273200,8578800,1188400,3892800
2009-03-19,738500,95853100,217800,428520400,3650900,1708400,2177800
2009-03-20,513100,68480300,197000,371078200,3479700,575500,2783100
2009-03-23,518100,135850200,233400,419933300,2097000,559000,2763900
2009-03-24,934100,101954700,227500,330271000,5477100,411200,4493200
2009-03-25,1241000,111157000,211800,441775100,2549600,516900,2340700
2009-03-26,1187900,76714100,257300,422025200,2385300,228300,3010400
2009-03-27,1303900,98452500,148500,322332300,1853900,386600,2526500
2009-03-30,616300,78970500,304600,324108500,2300100,738100,1412900
2009-03-31,638100,83243900,172400,364238300,1094600,341400,2461700
2009-04-01,579100,62557700,245400,377018300,2383400,291400,1859200
2009-04-02,960500,106959400,146700,476230700,1766300,633400,2353800
2009-04-03,3081500,75869500,561600,284646300,3316800,543600,2793400
2009-04-06,495100,71265800,291100,264866600,1418100,357300,3235200
2009-04-07,807100,45654200,206800,258947800,1312600,674800,2370000
2009-04-08,528400,48555500,282400,230402800,1007800,274200,2579700
2009-04-09,564100,90146100,173700,269653500,1088800,339400,2493800
2009-04-13,475800,52643700,338300,224847500,946600,400200,4314300
2009-04-14,594200,59824500,498900,276598800,1336000,209300,3382100
2009-04-15,534500,54941500,371900,250726100,1152500,120000,4144900
2009-04-16,457700,81078700,425200,335202900,1055600,127000,5803700
2009-04-17,486900,53672500,341400,262649000,2582800,577800,5805200
2009-04-20,705600,81304500,233500,293690100,1714400,377800,4124800
2009-04-21,702100,78959000,519000,114090900,909100,129800,2776100
2009-04-22,448500,49027000,364400,340395200,2278100,150000,9377100
2009-04-23,318700,60314600,346500,324903700,1688300,214100,6132600
2009-04-24,533400,55511400,495400,287703000,2830000,344200,7819400
2009-04-27,614400,63328900,156700,289581600,2294600,287100,6108400
2009-04-28,397800,47904400,443100,247926300,2332500,229900,6029900
2009-04-29,488000,74377700,310700,311505700,3752600,534100,5113600
2009-04-30,760700,98171200,369900,301419800,2778100,114600,5575000
2009-05-01,536100,57110400,320500,236110300,2772200,193300,3926800
2009-05-04,690600,98247800,302100,287120000,2246700,383600,5437900
2009-05-05,886600,68791600,432800,243036300,1369000,521100,6108700
2009-05-06,833700,73761000,505000,291941000,2045900,177800,8067300
2009-05-07,1418800,75753800,279700,317728000,5755200,274400,7561500
2009-05-08,706000,75762100,250800,299081700,2193400,779900,6114200
2009-05-11,431900,58826800,307100,247923600,2167400,225200,3484000
2009-05-12,786700,49679000,278500,282431300,2304800,479000,3181700
2009-05-13,430700,67084800,266900,269619100,1917500,224100,2867300
2009-05-14,453900,44896300,309900,260098700,1704600,374700,2592500
2009-05-15,616200,53304900,368400,271502700,2306600,337900,2103600
2009-05-18,420900,74264200,255100,241447400,2234700,273700,2776800
2009-05-19,586100,73775000,225600,206102200,1624300,272200,2909000
2009-05-20,543600,77054600,220000,285722200,2825700,775800,3417700
2009-05-21,393400,63183300,249500,258988400,4771700,612600,2684600
2009-05-22,433400,44241600,327100,166811900,4483400,901900,1669600
2009-05-26,469300,67058200,330300,236318500,3633100,387800,2517200
2009-05-27,636200,98036100,203900,246015800,7490200,434000,2539800
2009-05-28,634200,69977300,226100,289095000,9824300,427500,2397500
2009-05-29,1142100,70410400,242200,258641500,4746700,717300,1692900
2009-06-01,1111000,75198300,282000,276246800,6987000,1017800,3811800
2009-06-02,618100,100627600,265800,230874500,5063600,861600,2796300
2009-06-03,797700,108756900,176600,235310500,6727200,1080100,2019100
2009-06-04,591900,71566500,350600,210102300,5438600,780000,2006000
2009-06-05,479100,71692700,253500,284257900,8439600,1046600,2798300
2009-06-08,648800,64025700,194500,238565100,4084000,1448000,3558400
2009-06-09,442300,62174500,308500,225125500,6046300,537000,2516800
2009-06-10,772600,60045900,174100,296100400,12142000,586800,2373100
2009-06-11,481900,68831300,339000,275414200,10692800,511100,2714700
2009-06-12,358000,55824300,134000,184361800,6606800,451200,1765400
2009-06-15,491000,75789300,176800,224190500,4518700,1460600,2129600
2009-06-16,430900,71535900,183900,227319000,5376000,837700,2248100
2009-06-17,454900,94091200,151100,223445200,7197200,595400,2144600
2009-06-18,550300,62572000,159300,211725100,6794000,257800,1742400
2009-06-19,584400,60687200,116000,215655600,4750700,516000,1292300
2009-06-22,516800,80985000,217000,251913600,3952300,559400,2041900
2009-06-23,524300,87108200,200100,188309800,5356900,640000,1855000
2009-06-24,525700,80955800,123400,211577700,6550400,835300,4424500
2009-06-25,575200,83273600,207000,279411000,7140000,470000,1872300
2009-06-26,471300,64981100,207300,167579000,4050400,439700,2356600
2009-06-29,398400,52781900,151900,168481300,4334900,313100,2342100
2009-06-30,805500,92032200,179300,228888200,3743700,215300,1894200
2009-07-01,450600,83474500,2578100,173041100,3379900,918700,1682600
2009-07-02,533000,59912900,154000,212309900,2645100,346800,2344000
2009-07-06,436600,52119200,152000,174499600,1886700,358800,2654100
2009-07-07,518600,68778800,128200,197088900,2592400,446900,2036100
2009-07-08,790000,92051000,341600,248050500,7912900,332200,2370500
2009-07-09,600100,64758500,285800,163777600,5241400,768700,1289300
2009-07-10,504600,74323300,263500,173520300,3981900,294200,1123900
2009-07-13,397800,70112100,264700,217413500,2604300,264000,3929500
2009-07-14,529700,41729700,197800,181487400,3629100,286600,2822300
2009-07-15,849600,91648100,129900,220877900,4664200,996500,1768200
2009-07-16,410800,63985200,202700,231174500,4225200,520800,1606200
2009-07-17,437300,56901900,190100,138561700,3845700,197100,1454700
2009-07-20,675400,68482100,314600,164179400,4436500,481600,1687800
2009-07-21,812700,68861800,302900,217718300,3895300,1464100,2990100
2009-07-22,450600,69406200,267100,196068100,1986700,257500,1949300
2009-07-23,564500,79876800,260400,258795500,3818800,337900,2922400
2009-07-24,579900,49263200,285900,154003100,1765300,131600,1272500
2009-07-27,883400,42808800,271800,159259400,2755900,284800,2146100
2009-07-28,674500,53859400,171500,186685200,3324800,852200,1451100
2009-07-29,451400,53099700,169900,194399300,2910200,754400,1187200
2009-07-30,1108700,90259400,233800,225575400,4040700,557300,1918200
2009-07-31,1058900,119531600,312600,207358000,5697000,1076700,2208800
2009-08-03,716600,78103100,173800,175776900,4029300,916500,2541900
2009-08-04,629900,53355600,415400,176714600,3832200,516700,3454100
2009-08-05,608200,47802100,355300,184726400,4458300,800900,3965400
2009-08-06,564300,53346600,257800,193203800,3228500,1258900,5953400
2009-08-07,1076900,57768600,254300,220640900,3543200,1820500,5471300
2009-08-10,920700,61356900,300700,130898700,3150100,2331900,4432000
2009-08-11,741400,70127000,205300,157301000,3677800,1350900,4275200
2009-08-12,672100,64542700,437900,219052400,4729200,1706000,4619200
2009-08-13,523700,67566500,284100,176449500,3922300,867400,5339500
2009-08-14,453600,52588400,212000,199616100,4410400,775200,3538500
2009-08-17,631300,105003100,264200,237667500,3569700,2538400,3385800
2009-08-18,442400,67450600,175100,173461500,2557900,1729900,2379900
2009-08-19,486900,67893600,162100,192812800,3518200,1064400,2693600
2009-08-20,596600,71352300,222500,174131300,3282700,652700,5235500
2009-08-21,504900,81207200,354700,224605000,6258300,880600,5953400
2009-08-24,434400,58467000,295700,191279000,4460200,1089500,5958400
2009-08-25,477400,61418900,230500,215310600,3359700,685100,3483900
2009-08-26,692400,57206000,164500,194620700,3225800,1010000,2680900
2009-08-27,487300,59720400,153400,196230100,2514000,879300,2465000
2009-08-28,503600,51683600,264400,147024400,2072500,1452400,3074500
2009-08-31,809600,72348200,217300,176051600,2899800,944800,2961300
2009-09-01,816200,95728700,170600,321276800,3304200,2118400,4356400
2009-09-02,843200,68401900,205200,171805000,4345000,2107300,3443600
2009-09-03,750900,53720900,232900,143572300,2703800,821000,1933100
2009-09-04,542300,58976200,117400,142687900,3643000,1273800,1587900
2009-09-08,473500,59862900,235600,132909100,2468900,2140600,2051900
2009-09-09,605800,67098400,128400,154612500,3182400,1904000,2825800
2009-09-10,567200,58466700,92400,162902400,4417300,1325900,2117300
2009-09-11,447500,45286800,130000,152360100,4826200,1558500,2384000
2009-09-14,375400,36747500,154500,149593800,2119500,1119700,2229900
2009-09-15,471600,61595600,150700,196795900,2187900,1399900,3555000
2009-09-16,594600,80170500,188100,206406300,3732300,1243000,3659700
2009-09-17,468400,76626800,241200,229170900,2832000,1339800,5152800
2009-09-18,470300,66818800,103800,153799100,2813300,3574400,2874100
2009-09-21,433600,78144500,152000,151892000,3050200,2285600,2423600
2009-09-22,567000,46286700,154300,143126700,2068000,3452500,4488000
2009-09-23,616700,72549000,115900,225947400,5712000,2267600,3291700
2009-09-24,459200,93478600,181800,228636800,4658400,4276300,4804900
2009-09-25,512100,61306900,160900,204059000,3854500,1945500,4635600
2009-09-28,610400,52268400,186800,118285800,4263300,1531300,2644700
2009-09-29,937700,42189900,176100,133733900,3123200,1740900,3198100
2009-09-30,818800,147148900,210400,254383000,2744800,1564000,3905300
2009-10-01,784700,107061100,1495800,281840600,5754400,1340700,9101300
2009-10-02,683700,73683200,192500,224748800,4827700,2019600,4742800
2009-10-05,666900,73828900,212700,149875000,2910100,795600,2928300
2009-10-06,509000,80646200,181300,202491100,3936200,2633500,3546900
2009-10-07,531500,51404500,165900,159200300,3591000,1319200,3338500
2009-10-08,512000,62070300,107600,183305800,5871600,4580500,3031900
2009-10-09,567500,54136800,110700,135008300,8135900,2509300,2673300
2009-10-12,417000,38014600,69200,118031000,1939700,1555900,1933400
2009-10-13,380200,58368400,227900,157692700,2886500,3072700,2546600
2009-10-14,491400,96043000,139700,191421600,5421000,4504800,3152400
2009-10-15,727700,72494700,287100,173873600,3736900,1935200,3492400
2009-10-16,458700,72392900,173100,192069400,3716800,1991300,3071500
2009-10-19,455500,60428800,128400,159530400,3163800,1616700,2579400
2009-10-20,473300,84292300,131500,180921100,2912400,3970700,2128100
2009-10-21,460500,74510100,189000,225379300,3355200,3670600,2481700
2009-10-22,518700,71024900,123400,238444000,2572200,2454600,3386000
2009-10-23,677300,73930400,240800,240033200,2996200,3610500,3243100
2009-10-26,470500,79280900,253200,242028200,4127400,6861400,3607400
2009-10-27,420100,95899600,163400,253266300,4476300,5984700,3593700
2009-10-28,651700,169924100,193400,248821400,4585400,6781100,4654200
2009-10-29,590400,99431400,355900,198110600,4645300,4342500,3309800
2009-10-30,515200,222474200,271800,325608100,5118000,5804400,4424100
2009-11-02,1036700,137964200,262600,254222900,3463800,4952000,4906100
2009-11-03,684600,71908600,152800,228362600,4470700,5590000,4509500
2009-11-04,490700,95721700,210100,247996700,5349500,10913500,4320800
2009-11-05,899100,75480000,134200,180015300,2852000,13281500,2379300
2009-11-06,435500,58868500,89000,170954100,3381100,6841400,2442300
2009-11-09,509400,106762900,280600,159495700,1697800,3541300,2272300
